Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Holding Cost per Unit,Lead Time (Days),Ordering Cost,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,Predicted_Demand,XGB_Sales_Pred
11/10/2023,3,8,2,3,214,80,190,86.01,93.75,20,3,0,89.43,4,4.72,2,36.82096495,4,10,45,4,69,63.023537
11/10/2023,3,9,2,4,281,61,68,72.85,16.59,15,3,1,18.27,1,5.26,5,68.62528132,4,10,45,4,127,123.01929
11/10/2023,3,10,2,2,376,323,186,318.61,59.81,20,1,0,64.61,4,3.51,5,33.90688456,4,10,45,4,305,306.30548
11/10/2023,3,11,2,4,248,27,98,21.87,68.1,5,4,0,68.28,1,3.85,2,31.37554084,4,10,45,4,34,20.431591
11/10/2023,3,12,2,4,78,2,129,14.59,42.0,0,3,0,42.38,4,8.79,2,42.46844304,4,10,45,4,42,35.38744
11/10/2023,3,13,2,4,352,285,50,280.05,89.78,15,2,1,85.6,4,6.81,5,68.78338511,4,10,45,4,260,253.1635
11/10/2023,3,14,1,2,467,117,56,113.17,48.31,10,1,1,51.95,4,6.25,5,65.79309402,4,10,45,4,168,169.52899
11/10/2023,3,15,1,4,458,337,150,344.31,26.56,5,3,1,29.71,1,7.15,5,31.80909156,4,10,45,4,314,304.45804
11/10/2023,3,16,1,2,333,296,146,286.47,87.31,15,3,0,90.95,3,2.53,5,40.85396127,4,10,45,4,267,269.13983
11/10/2023,3,17,1,1,367,346,74,360.22,56.58,0,2,1,57.39,3,4.99,5,41.23738039,4,10,45,4,310,296.68793
11/10/2023,3,18,1,2,161,131,143,144.89,30.94,20,3,0,34.57,3,5.74,5,69.47547746,4,10,45,4,144,138.86765
11/10/2023,3,19,1,2,216,136,103,139.68,70.79,15,2,1,73.41,4,4.13,5,62.61845714,4,10,45,4,176,162.85832
11/10/2023,3,20,1,2,72,31,170,42.97,77.95,10,4,1,81.47,2,3.07,2,32.96178607,4,10,45,4,50,43.708817
11/10/2023,4,1,3,1,143,68,198,59.42,52.38,10,2,1,53.74,1,11.4,2,44.98160475,4,10,45,4,80,65.365814
11/10/2023,4,2,3,4,297,63,106,73.71,38.53,0,4,1,33.6,1,9.28,2,32.32334449,4,10,45,4,43,42.67061
11/10/2023,4,3,3,4,278,136,108,129.74,26.21,0,1,1,29.35,1,10.59,5,30.82337977,4,10,45,4,148,143.51381
11/10/2023,4,4,3,4,462,435,74,448.34,40.38,0,4,1,43.22,1,5.24,5,37.27299869,4,10,45,4,353,326.82022
11/10/2023,4,5,3,2,61,54,124,56.85,94.48,0,2,1,93.12,1,13.02,2,50.99025727,4,10,45,4,41,32.665756
11/10/2023,4,6,2,4,473,231,44,233.82,38.0,10,3,1,33.36,4,8.83,5,41.68578594,4,10,45,4,232,224.0531
11/10/2023,4,7,2,2,326,320,140,317.46,23.87,5,2,1,19.91,2,6.72,5,61.40703846,4,10,45,4,327,320.10556
11/10/2023,4,8,2,4,158,126,99,143.03,16.25,20,4,0,16.04,2,5.1,5,54.30179408,4,10,45,4,159,144.79971
11/10/2023,4,9,2,3,428,417,178,411.75,25.17,20,4,1,20.76,2,7.83,5,62.33589392,4,10,45,4,358,349.58826
11/10/2023,4,10,2,2,233,3,168,10.24,25.64,15,4,0,27.43,2,8.21,2,33.90688456,4,10,45,4,42,38.79238
11/10/2023,4,11,2,3,281,148,63,159.64,89.26,20,3,1,90.02,3,4.72,5,66.37281608,4,10,45,4,163,148.07724
11/10/2023,4,12,2,3,285,25,149,42.18,63.91,0,2,0,59.4,3,7.69,2,50.80272085,4,10,45,4,50,40.810455
11/10/2023,4,13,2,1,431,34,166,35.35,31.35,0,3,0,31.81,4,4.48,2,51.86841117,4,10,45,4,37,25.334475
11/10/2023,4,14,1,1,182,101,137,109.29,84.5,15,4,1,82.89,1,5.6,2,67.57995766,4,10,45,4,91,92.30661
11/10/2023,4,15,1,3,452,27,167,31.07,68.2,10,2,0,64.6,2,5.42,2,43.01321323,4,10,45,4,40,39.29803
11/10/2023,4,16,1,1,484,279,68,292.31,19.66,20,1,0,23.97,4,7.61,5,45.54709159,4,10,45,4,251,241.12129
11/10/2023,4,17,1,2,381,313,103,315.3,76.26,10,2,0,72.52,3,2.09,5,51.70784333,4,10,45,4,286,280.13196
11/10/2023,4,18,1,2,395,62,21,71.99,44.2,15,1,1,48.81,3,4.39,5,69.47547746,4,10,45,4,111,99.7073
11/10/2023,4,19,1,2,416,394,27,386.76,58.01,20,4,1,61.18,2,7.37,5,62.61845714,4,10,45,4,358,364.29944
11/10/2023,4,20,1,3,245,163,148,158.35,61.58,20,2,1,64.81,1,6.98,5,34.63476238,4,10,45,4,177,172.3584
11/10/2023,5,1,3,3,237,86,52,77.28,27.67,0,2,1,26.19,3,12.82,5,53.94633937,4,10,45,4,156,153.35847
11/10/2023,5,2,3,1,377,158,100,170.92,29.87,5,3,0,30.3,4,5.8,5,36.24074562,4,10,45,4,156,155.68974
11/10/2023,5,3,3,1,110,20,65,12.19,33.09,0,3,0,35.02,2,14.46,2,54.04460047,4,10,45,4,33,35.722057
11/10/2023,5,4,3,2,318,117,87,113.36,25.03,10,2,0,27.76,2,9.74,5,38.49356443,4,10,45,4,176,164.4395
11/10/2023,5,5,3,4,280,128,174,124.63,74.31,20,2,0,74.16,4,11.96,2,47.27780075,4,10,45,4,73,58.351315
11/10/2023,5,6,2,3,285,266,158,257.03,70.54,20,3,0,69.39,1,6.39,5,44.65447373,4,10,45,4,254,254.74344
11/10/2023,5,7,2,3,94,86,189,104.42,99.62,0,3,0,103.79,3,4.37,2,50.56937754,4,10,45,4,61,53.05768
11/10/2023,5,8,2,4,306,257,158,266.9,45.87,0,1,0,45.23,3,9.53,5,54.30179408,4,10,45,4,246,232.63742
11/10/2023,5,9,2,3,305,300,186,300.8,86.61,0,3,0,90.38,1,9.82,5,62.33589392,4,10,45,4,281,275.79178
11/10/2023,5,10,2,2,388,296,187,301.86,62.64,10,4,1,67.16,1,5.77,5,33.90688456,4,10,45,4,274,266.8158
11/10/2023,5,11,2,1,340,333,50,345.93,23.12,0,4,1,23.48,1,5.07,5,34.88152939,4,10,45,4,306,279.61337
11/10/2023,5,12,2,2,237,119,104,137.19,31.4,15,4,0,27.09,2,6.13,5,56.50089137,4,10,45,4,161,152.16177
11/10/2023,5,13,2,3,404,194,132,199.43,55.63,5,2,1,57.31,1,8.31,5,61.00531293,4,10,45,4,190,180.72737
11/10/2023,5,14,1,1,364,82,118,78.2,71.47,10,1,0,75.87,1,6.85,2,67.57995766,4,10,45,4,71,65.57155
11/10/2023,5,15,1,2,370,363,182,374.15,21.14,0,1,1,25.96,4,5.5,5,37.8393145,4,10,45,4,333,316.7214
11/10/2023,5,16,1,4,490,199,34,210.68,26.96,20,2,0,26.92,3,3.6,5,63.14950037,4,10,45,4,201,188.40704
11/10/2023,5,17,1,1,211,71,136,74.53,83.19,15,3,1,79.57,1,4.47,2,41.23738039,4,10,45,4,69,61.90389
11/10/2023,5,18,1,1,116,87,100,106.18,44.07,20,4,1,42.19,4,6.59,5,32.98202575,4,10,45,4,124,117.57243
11/10/2023,5,19,1,1,298,285,168,303.68,73.37,20,1,0,73.47,2,3.08,5,30.22088468,4,10,45,4,282,273.26437
11/10/2023,5,20,1,4,425,180,179,177.61,52.11,15,2,1,51.03,3,7.79,2,44.33862914,4,10,45,4,87,80.679436
11/11/2023,1,1,3,3,77,59,129,58.46,17.12,10,4,0,21.43,1,5.17,2,53.94633937,5,11,45,4,54,44.976467
11/11/2023,1,2,3,3,404,246,145,258.63,81.09,0,2,1,76.73,3,14.5,5,64.64704583,5,11,45,4,213,210.56598
11/11/2023,1,3,3,4,132,36,87,45.29,99.88,15,2,1,102.64,3,12.34,2,30.82337977,5,11,45,4,31,36.566055
11/11/2023,1,4,3,2,295,283,176,299.09,72.91,5,1,0,69.34,4,11.78,5,38.49356443,5,11,45,4,271,267.93875
11/11/2023,1,5,3,4,144,14,149,17.06,56.62,5,1,1,54.82,4,10.12,2,47.27780075,5,11,45,4,33,28.643803
11/11/2023,1,6,2,2,380,204,131,194.6,78.06,20,3,1,73.45,2,3.39,5,35.57975443,5,11,45,4,203,185.79524
11/11/2023,1,7,2,2,176,102,199,105.35,26.26,0,4,1,23.55,2,3.49,2,61.40703846,5,11,45,4,89,93.59208
11/11/2023,1,8,2,2,90,83,123,75.61,23.27,20,3,0,22.27,2,5.09,2,31.85801651,5,11,45,4,50,48.194218
11/11/2023,1,9,2,3,120,76,193,90.5,99.38,0,3,1,100.99,4,6.82,2,62.33589392,5,11,45,4,74,68.71071
11/11/2023,1,10,2,1,73,71,141,84.27,96.35,15,2,1,99.57,3,5.95,2,42.18455077,5,11,45,4,68,63.57285
11/11/2023,1,11,2,3,316,297,102,308.28,17.0,15,1,1,19.09,1,7.69,5,66.37281608,5,11,45,4,276,264.99686
11/11/2023,1,12,2,2,230,130,51,130.17,28.06,10,2,0,29.23,2,7.15,5,56.50089137,5,11,45,4,159,154.14175
11/11/2023,1,13,2,4,378,111,200,117.58,13.98,15,4,0,9.25,3,4.15,2,68.78338511,5,11,45,4,84,74.31588
11/11/2023,1,14,1,2,162,119,200,113.99,83.96,10,3,1,84.35,4,5.91,2,65.79309402,5,11,45,4,93,83.334435
11/11/2023,1,15,1,3,267,230,30,230.54,18.15,0,4,0,20.17,3,6.71,5,43.01321323,5,11,45,4,237,229.67099
11/11/2023,1,16,1,3,301,90,61,104.53,39.31,15,3,1,38.51,1,2.57,5,44.27013307,5,11,45,4,155,139.53621
11/11/2023,1,17,1,3,500,385,132,393.58,39.64,5,2,0,41.23,4,3.95,5,62.08787923,5,11,45,4,362,369.643
11/11/2023,1,18,1,2,68,64,67,79.89,29.85,15,2,1,26.65,4,6.83,5,69.47547746,5,11,45,4,110,104.31062
11/11/2023,1,19,1,1,251,19,94,22.89,88.91,15,1,1,92.95,2,3.95,2,30.22088468,5,11,45,4,53,55.77549
11/11/2023,1,20,1,3,292,269,126,274.43,78.22,10,2,1,83.06,3,5.05,5,34.63476238,5,11,45,4,236,230.95848
11/11/2023,2,1,3,3,258,118,87,115.67,75.37,5,1,0,78.12,2,10.31,5,53.94633937,5,11,45,4,148,144.78769
11/11/2023,2,2,3,4,141,35,142,44.34,71.28,15,3,0,67.33,3,12.29,2,32.32334449,5,11,45,4,25,16.175596
11/11/2023,2,3,3,2,107,9,193,4.28,84.0,10,1,0,81.43,2,11.29,2,58.32290311,5,11,45,4,36,28.080688
11/11/2023,2,4,3,4,100,36,98,53.25,45.93,5,1,0,43.23,2,11.64,2,37.27299869,5,11,45,4,62,57.534107
11/11/2023,2,5,3,1,271,255,109,248.28,39.44,5,1,0,36.46,2,8.06,5,42.16968972,5,11,45,4,229,222.01816
11/11/2023,2,6,2,3,288,93,182,102.12,33.14,5,1,0,28.6,1,8.99,2,44.65447373,5,11,45,4,59,48.115444
11/11/2023,2,7,2,2,477,458,20,451.16,95.17,5,3,0,99.37,1,5.12,5,61.40703846,5,11,45,4,357,353.54626
11/11/2023,2,8,2,1,161,158,173,162.79,10.69,20,3,1,8.05,1,7.27,2,53.69658275,5,11,45,4,86,79.03094
11/11/2023,2,9,2,4,279,68,30,69.96,71.13,5,3,1,72.85,3,7.35,5,68.62528132,5,11,45,4,162,145.7939
11/11/2023,2,10,2,1,118,90,95,84.07,41.74,0,3,0,42.56,2,6.2,2,42.18455077,5,11,45,4,76,76.66582
11/11/2023,2,11,2,2,336,12,200,27.85,48.32,5,2,1,43.74,2,6.79,2,49.8070764,5,11,45,4,47,39.01405
11/11/2023,2,12,2,4,440,98,94,98.16,43.74,5,3,1,45.99,1,4.19,5,42.46844304,5,11,45,4,158,152.17143
11/11/2023,2,13,2,3,262,125,77,118.61,41.54,5,1,0,43.1,4,9.77,5,61.00531293,5,11,45,4,167,163.10141
11/11/2023,2,14,1,3,83,45,148,63.82,88.8,10,3,0,84.0,4,5.09,2,66.8749694,5,11,45,4,52,59.004433
11/11/2023,2,15,1,3,289,148,83,147.34,77.73,15,1,1,75.13,3,7.75,5,43.01321323,5,11,45,4,198,197.34035
11/11/2023,2,16,1,2,337,269,25,277.46,24.92,10,2,0,25.29,1,4.02,5,40.85396127,5,11,45,4,259,253.84929
11/11/2023,2,17,1,3,64,29,124,43.25,35.45,5,4,0,36.69,4,3.88,2,62.08787923,5,11,45,4,57,51.67446
11/11/2023,2,18,1,3,264,146,30,144.8,21.37,5,1,1,17.2,3,7.96,5,37.94862726,5,11,45,4,154,137.43169
11/11/2023,2,19,1,2,325,271,27,283.82,85.77,5,4,0,88.89,2,5.26,5,62.61845714,5,11,45,4,264,262.11978
11/11/2023,2,20,1,1,422,155,73,157.12,34.46,10,1,0,33.93,3,2.56,5,60.85081387,5,11,45,4,166,164.82466
11/11/2023,3,1,3,3,233,219,37,234.45,82.95,10,3,0,81.64,3,7.59,5,53.94633937,5,11,45,4,204,194.40778
11/11/2023,3,2,3,1,467,259,171,252.1,68.71,0,4,1,65.83,3,9.67,5,36.24074562,5,11,45,4,243,237.43214
11/11/2023,3,3,3,1,86,34,124,48.22,27.12,15,2,1,24.32,1,5.84,2,54.04460047,5,11,45,4,40,34.484867
11/11/2023,3,4,3,3,86,45,184,45.08,48.35,10,3,1,51.79,2,13.17,2,37.33618039,5,11,45,4,72,72.618866
11/11/2023,3,5,3,3,245,50,59,47.08,16.88,5,1,1,15.48,1,14.45,2,41.64916561,5,11,45,4,39,41.431282
11/11/2023,3,6,2,2,249,225,178,235.64,79.84,15,4,1,75.81,3,4.92,5,35.57975443,5,11,45,4,215,214.54572
11/11/2023,3,7,2,4,369,129,28,124.56,98.42,5,4,0,100.49,4,4.46,5,37.98695129,5,11,45,4,175,166.10777
11/11/2023,3,8,2,3,330,115,142,113.26,90.09,20,4,0,91.79,4,4.46,2,36.82096495,5,11,45,4,75,67.51227
11/11/2023,3,9,2,2,449,119,25,111.16,47.45,20,4,1,45.69,1,7.34,5,67.95542149,5,11,45,4,185,185.56532
11/11/2023,3,10,2,3,312,198,49,208.38,61.86,10,3,1,59.37,1,5.1,5,47.60609975,5,11,45,4,206,204.54247
11/11/2023,3,11,2,2,100,26,71,45.17,94.9,5,2,1,91.61,4,4.79,2,49.8070764,5,11,45,4,56,55.987846
11/11/2023,3,12,2,2,340,134,177,128.41,43.4,20,1,1,47.26,3,7.2,2,56.50089137,5,11,45,4,81,77.045586
11/11/2023,3,13,2,2,156,83,49,92.15,63.63,10,3,0,59.31,3,7.45,5,37.39417822,5,11,45,4,146,140.06866
11/11/2023,3,14,1,2,54,42,179,57.88,81.02,15,4,1,80.5,4,3.69,2,65.79309402,5,11,45,4,28,16.553772
11/11/2023,3,15,1,3,216,134,88,133.62,57.41,5,3,0,61.65,3,6.78,5,43.01321323,5,11,45,4,189,192.19528
11/11/2023,3,16,1,1,183,143,188,136.68,94.94,20,4,1,96.52,4,4.13,2,45.54709159,5,11,45,4,108,105.04332
11/11/2023,3,17,1,4,327,103,86,114.93,73.75,15,4,0,74.85,1,3.86,5,35.636969,5,11,45,4,195,197.02904
11/11/2023,3,18,1,2,404,11,166,29.49,33.86,10,2,0,34.64,2,2.8,2,69.47547746,5,11,45,4,28,22.329071
11/11/2023,3,19,1,3,156,48,71,57.48,23.73,20,4,1,23.15,2,5.03,2,59.16028672,5,11,45,4,60,55.99982
11/11/2023,3,20,1,2,126,30,89,40.81,19.81,5,2,0,17.38,2,4.6,2,32.96178607,5,11,45,4,39,29.158825
11/11/2023,4,1,3,4,216,59,163,77.99,58.7,0,4,0,54.91,4,11.58,2,59.27975767,5,11,45,4,39,30.695826
11/11/2023,4,2,3,1,124,116,26,123.65,76.12,10,3,0,78.46,2,12.02,5,36.24074562,5,11,45,4,165,153.89613
11/11/2023,4,3,3,1,257,99,71,89.04,97.84,5,3,0,100.8,1,9.13,5,54.04460047,5,11,45,4,150,147.57967
11/11/2023,4,4,3,3,110,47,85,63.72,16.22,20,3,1,16.83,1,11.03,2,37.33618039,5,11,45,4,68,73.98423
11/11/2023,4,5,3,1,150,113,170,124.03,97.9,5,4,1,101.24,2,5.01,2,42.16968972,5,11,45,4,75,68.50145
11/11/2023,4,6,2,1,465,414,23,415.03,73.44,15,1,0,73.99,3,6.71,5,54.47411579,5,11,45,4,350,341.32513
11/11/2023,4,7,2,1,388,297,187,296.93,99.88,15,1,0,99.85,1,3.64,5,48.24279937,5,11,45,4,297,283.4112
11/11/2023,4,8,2,4,387,63,197,67.07,92.32,5,3,1,92.03,3,3.69,2,54.30179408,5,11,45,4,44,31.463951
11/11/2023,4,9,2,2,265,48,20,44.23,56.94,20,2,0,55.15,4,7.4,5,67.95542149,5,11,45,4,143,128.99194
11/11/2023,4,10,2,2,104,43,66,49.57,11.05,0,4,0,11.09,3,8.88,2,33.90688456,5,11,45,4,56,48.29074
11/11/2023,4,11,2,1,172,70,36,84.73,42.89,20,4,0,42.26,2,9.81,5,34.88152939,5,11,45,4,160,151.44176
11/11/2023,4,12,2,3,421,308,136,326.57,63.85,0,2,1,60.39,1,8.27,5,50.80272085,5,11,45,4,271,260.1785
11/11/2023,4,13,2,1,348,168,149,165.77,23.37,15,3,0,20.75,2,8.98,5,51.86841117,5,11,45,4,175,164.05762
11/11/2023,4,14,1,2,490,434,114,444.67,96.98,15,1,1,101.0,3,6.03,5,65.79309402,5,11,45,4,347,342.43063
11/11/2023,4,15,1,2,451,301,191,295.05,63.64,5,4,0,64.67,4,5.04,5,37.8393145,5,11,45,4,292,294.03714
11/11/2023,4,16,1,4,119,87,60,106.88,27.33,20,1,1,24.99,3,2.16,5,63.14950037,5,11,45,4,153,148.8592
11/11/2023,4,17,1,1,281,230,183,225.37,24.66,5,1,1,24.12,4,5.73,5,41.23738039,5,11,45,4,244,238.39958
11/11/2023,4,18,1,3,95,28,167,42.11,36.89,20,4,0,40.9,4,6.04,2,37.94862726,5,11,45,4,28,20.925056
11/11/2023,4,19,1,2,283,189,21,182.22,98.03,0,4,1,100.66,4,3.29,5,62.61845714,5,11,45,4,201,203.16983
11/11/2023,4,20,1,3,132,73,168,82.29,87.37,5,2,0,89.23,3,7.56,2,34.63476238,5,11,45,4,62,66.613144
11/11/2023,5,1,3,3,277,74,22,76.42,54.21,0,2,0,56.13,1,14.84,5,53.94633937,5,11,45,4,129,118.75205
11/11/2023,5,2,3,1,329,139,186,129.89,40.55,15,3,1,41.65,2,6.66,2,36.24074562,5,11,45,4,93,84.19152
11/11/2023,5,3,3,4,234,106,179,106.24,28.87,5,3,0,29.7,1,14.24,2,30.82337977,5,11,45,4,67,62.03748
11/11/2023,5,4,3,4,436,172,121,180.73,46.72,10,2,0,47.25,3,8.72,5,37.27299869,5,11,45,4,202,198.65068
11/11/2023,5,5,3,1,495,17,94,29.54,42.62,0,2,0,40.45,1,5.34,2,42.16968972,5,11,45,4,40,31.476233
11/11/2023,5,6,2,4,269,159,21,168.62,34.73,0,3,1,34.61,3,3.33,5,41.68578594,5,11,45,4,181,181.5073
11/11/2023,5,7,2,2,394,324,200,338.85,46.99,20,3,1,48.67,1,3.03,5,61.40703846,5,11,45,4,328,315.00928
11/11/2023,5,8,2,4,66,24,105,40.43,29.98,10,4,1,28.07,1,5.57,2,54.30179408,5,11,45,4,39,31.032473
11/11/2023,5,9,2,2,250,3,129,22.51,30.37,5,1,1,33.63,2,7.39,2,67.95542149,5,11,45,4,63,51.73628
11/11/2023,5,10,2,3,494,386,130,399.75,72.62,20,4,0,77.0,3,5.77,5,47.60609975,5,11,45,4,352,336.63257
11/11/2023,5,11,2,3,340,160,88,170.58,41.1,0,2,1,37.55,1,8.81,5,66.37281608,5,11,45,4,196,188.33769
11/11/2023,5,12,2,2,222,93,94,86.08,92.92,0,2,1,91.66,3,4.88,2,56.50089137,5,11,45,4,55,51.282448
11/11/2023,5,13,2,4,273,175,158,169.51,54.57,20,1,1,49.88,2,7.85,5,68.78338511,5,11,45,4,160,148.49089
11/11/2023,5,14,1,4,419,310,138,303.56,35.03,10,2,0,33.29,1,7.09,5,53.91599915,5,11,45,4,281,279.5406
11/11/2023,5,15,1,1,432,324,181,335.36,90.86,15,4,0,87.43,2,3.9,5,33.53970008,5,11,45,4,317,307.11102
11/11/2023,5,16,1,3,88,69,197,77.67,25.09,15,1,0,24.6,2,2.19,2,44.27013307,5,11,45,4,71,63.201614
11/11/2023,5,17,1,2,444,296,83,303.04,23.95,0,2,0,24.56,1,4.31,5,51.70784333,5,11,45,4,288,274.44202
11/11/2023,5,18,1,3,205,151,177,157.93,65.76,10,2,1,69.16,2,4.46,2,37.94862726,5,11,45,4,80,75.83222
11/11/2023,5,19,1,4,484,470,115,476.01,92.83,5,2,0,92.72,3,6.56,5,58.27429375,5,11,45,4,373,360.9281
11/11/2023,5,20,1,4,376,341,106,340.71,95.6,15,3,1,98.81,4,5.96,5,44.33862914,5,11,45,4,310,299.0811
11/12/2023,1,1,3,2,142,136,51,148.09,98.34,15,4,1,102.6,3,14.77,5,68.02857226,6,12,45,4,146,150.21141
11/12/2023,1,2,3,1,340,43,123,39.38,96.21,5,1,1,97.39,4,7.86,2,36.24074562,6,12,45,4,45,35.38639
11/12/2023,1,3,3,4,457,2,191,2.52,42.96,0,1,0,44.98,3,11.3,2,30.82337977,6,12,45,4,25,23.378784
11/12/2023,1,4,3,4,179,90,119,105.48,91.11,20,4,1,88.83,4,10.69,2,37.27299869,6,12,45,4,67,63.686096
11/12/2023,1,5,3,4,460,248,124,259.71,44.44,15,3,0,47.87,3,13.64,5,47.27780075,6,12,45,4,229,232.58069
11/12/2023,1,6,2,2,444,352,110,355.17,48.11,10,2,0,52.22,4,9.4,5,35.57975443,6,12,45,4,329,322.62445
11/12/2023,1,7,2,3,70,7,69,12.76,60.95,10,4,0,59.4,2,5.67,2,50.56937754,6,12,45,4,62,55.133595
11/12/2023,1,8,2,2,272,201,127,200.62,77.22,5,1,0,72.31,1,7.16,5,31.85801651,6,12,45,4,185,179.54878
11/12/2023,1,9,2,4,471,73,183,66.04,42.95,5,4,0,47.75,3,8.56,2,68.62528132,6,12,45,4,65,62.286682
11/12/2023,1,10,2,4,250,173,166,164.57,56.83,10,2,1,52.63,3,8.37,2,57.36932106,6,12,45,4,98,91.308846
11/12/2023,1,11,2,2,91,0,85,16.87,42.12,15,3,0,43.29,3,3.75,2,49.8070764,6,12,45,4,55,50.372375
11/12/2023,1,12,2,4,150,64,71,73.83,12.23,5,1,0,14.0,2,9.54,5,42.46844304,6,12,45,4,129,122.26741
11/12/2023,1,13,2,3,384,185,171,180.09,51.81,10,4,0,47.17,2,7.4,5,61.00531293,6,12,45,4,162,162.65073
11/12/2023,1,14,1,1,439,28,121,33.41,74.5,15,2,0,72.11,2,6.56,2,67.57995766,6,12,45,4,54,46.909424
11/12/2023,1,15,1,2,222,198,94,189.04,63.4,10,3,0,62.15,1,3.31,5,37.8393145,6,12,45,4,208,199.45398
11/12/2023,1,16,1,1,128,1,190,19.5,37.94,0,2,0,35.62,3,4.49,2,45.54709159,6,12,45,4,37,35.867477
11/12/2023,1,17,1,2,398,97,124,107.84,94.89,20,3,1,92.6,3,2.79,2,51.70784333,6,12,45,4,89,87.78239
11/12/2023,1,18,1,3,265,264,155,282.65,95.06,5,1,0,93.15,2,4.14,5,37.94862726,6,12,45,4,235,234.60509
11/12/2023,1,19,1,3,237,11,152,19.59,23.43,5,4,1,24.36,1,5.45,2,59.16028672,6,12,45,4,57,54.42914
11/12/2023,1,20,1,2,362,90,190,88.65,79.71,0,2,0,80.2,3,3.1,2,32.96178607,6,12,45,4,62,52.444733
11/12/2023,2,1,3,1,176,25,117,29.28,15.75,10,2,0,15.43,2,5.65,2,44.98160475,6,12,45,4,33,33.372566
11/12/2023,2,2,3,2,186,108,21,122.32,25.88,15,1,1,26.89,4,6.27,5,36.23978081,6,12,45,4,162,154.78625
11/12/2023,2,3,3,2,281,47,62,42.78,44.85,5,3,1,42.74,2,8.49,2,58.32290311,6,12,45,4,26,17.64217
11/12/2023,2,4,3,4,428,16,67,21.55,78.56,15,4,0,73.7,1,9.81,2,37.27299869,6,12,45,4,44,46.452698
11/12/2023,2,5,3,4,105,68,114,63.5,82.34,5,2,1,78.14,1,14.27,2,47.27780075,6,12,45,4,62,59.058582
11/12/2023,2,6,2,1,333,298,43,292.5,61.66,0,3,0,63.5,2,8.62,5,54.47411579,6,12,45,4,287,275.39648
11/12/2023,2,7,2,4,402,55,166,62.07,70.7,0,3,0,70.34,2,8.4,2,37.98695129,6,12,45,4,80,77.187935
11/12/2023,2,8,2,4,135,24,139,18.5,45.04,20,3,1,43.39,4,9.11,2,54.30179408,6,12,45,4,32,30.619757
11/12/2023,2,9,2,1,177,130,173,129.83,21.11,15,4,1,18.79,1,3.89,2,32.60206372,6,12,45,4,66,60.067245
11/12/2023,2,10,2,2,472,428,64,427.5,43.63,5,3,1,39.9,2,9.68,5,33.90688456,6,12,45,4,362,341.73587
11/12/2023,2,11,2,1,212,142,127,137.81,31.12,0,3,0,29.17,1,8.08,5,34.88152939,6,12,45,4,173,147.70602
11/12/2023,2,12,2,4,423,258,120,277.25,84.57,0,1,1,84.41,2,7.38,5,42.46844304,6,12,45,4,254,243.78645
11/12/2023,2,13,2,4,64,23,32,30.34,30.55,10,2,1,32.53,1,4.91,2,68.78338511,6,12,45,4,26,8.848764
11/12/2023,2,14,1,2,292,65,197,68.88,87.0,5,2,1,87.35,1,5.68,2,65.79309402,6,12,45,4,71,66.87185
11/12/2023,2,15,1,4,379,155,170,154.88,55.17,15,2,1,56.7,3,3.18,2,31.80909156,6,12,45,4,96,88.314156
11/12/2023,2,16,1,4,403,107,188,100.6,28.05,20,3,0,23.32,4,5.34,2,63.14950037,6,12,45,4,73,67.80621
11/12/2023,2,17,1,1,345,233,74,228.75,48.26,20,1,1,50.7,3,2.36,5,41.23738039,6,12,45,4,242,230.64041
11/12/2023,2,18,1,1,286,52,106,47.23,52.26,0,4,0,54.13,4,6.9,2,32.98202575,6,12,45,4,44,37.185898
11/12/2023,2,19,1,1,140,8,94,-1.35,52.07,20,4,1,56.66,4,4.61,2,30.22088468,6,12,45,4,60,63.563328
11/12/2023,2,20,1,2,84,44,149,54.74,94.21,15,3,0,92.79,2,2.32,2,32.96178607,6,12,45,4,49,45.69998
11/12/2023,3,1,3,2,271,110,54,108.12,32.53,20,4,1,28.05,3,8.33,5,68.02857226,6,12,45,4,147,140.28084
11/12/2023,3,2,3,2,473,416,86,434.76,10.89,0,2,0,6.58,3,7.67,5,36.23978081,6,12,45,4,352,347.2903
11/12/2023,3,3,3,3,64,14,21,18.56,48.74,0,3,0,51.65,4,11.75,2,68.79639409,6,12,45,4,26,18.80669
11/12/2023,3,4,3,3,391,174,136,185.72,36.85,20,2,0,36.93,1,14.07,5,37.33618039,6,12,45,4,157,150.70778
11/12/2023,3,5,3,4,377,302,65,319.15,29.99,0,1,1,25.33,2,8.63,5,47.27780075,6,12,45,4,279,286.68253
11/12/2023,3,6,2,1,319,205,81,209.93,44.41,20,4,1,47.76,2,6.32,5,54.47411579,6,12,45,4,218,225.83813
11/12/2023,3,7,2,1,354,296,74,292.27,42.92,10,1,0,47.86,4,5.74,5,48.24279937,6,12,45,4,298,300.1053
11/12/2023,3,8,2,1,441,68,69,69.52,36.53,5,2,0,36.27,2,9.13,5,53.69658275,6,12,45,4,128,116.58352
11/12/2023,3,9,2,3,429,18,159,35.6,19.1,0,3,1,17.79,4,4.32,2,62.33589392,6,12,45,4,27,24.104986
11/12/2023,3,10,2,3,329,247,167,244.26,87.41,0,2,1,88.83,2,8.55,5,47.60609975,6,12,45,4,252,247.73595
