Customer ID,Age,Gender,Location,Region,Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1996,67,Male,Missouri,South,S,Spring,3,No,Standard,No,No,29,Debit Card,Quarterly
1997,67,Male,South Dakota,North,L,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
1998,42,Male,Connecticut,East,M,Autumn,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
1999,20,Male,Vermont,North,M,Autumn,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
2000,39,Male,Tennessee,South,L,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
2001,26,Male,California,West,M,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2002,51,Male,Wyoming,West,S,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,31,Male,New York,East,M,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
2004,68,Male,Maine,North,S,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
2005,44,Male,Georgia,South,L,Autumn,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2006,18,Male,Tennessee,South,M,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly
2007,58,Male,New Mexico,West,S,Autumn,4.4,No,Express,No,No,2,Credit Card,Annually
2008,26,Male,Virginia,South,M,Summer,3.2,No,2-Day Shipping,No,No,8,PayPal,Quarterly
2009,57,Male,Florida,South,M,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months
2010,37,Male,Alabama,South,M,Summer,3.8,No,Next Day Air,No,No,26,Venmo,Bi-Weekly
2011,24,Male,Texas,South,M,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
2012,57,Male,West Virginia,South,M,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly
2013,48,Male,Nevada,West,L,Autumn,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly
2014,39,Male,Virginia,South,M,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
2015,51,Male,Wisconsin,North,L,Summer,3.9,No,Standard,No,No,47,PayPal,Bi-Weekly
2016,57,Male,Virginia,South,S,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly
2017,53,Male,Maine,North,S,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly
2018,70,Male,Massachusetts,East,S,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
2019,60,Male,Arkansas,South,S,Autumn,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
2020,31,Male,Idaho,West,S,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly
2021,41,Male,Pennsylvania,East,M,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
2022,62,Male,Maine,North,M,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly
2023,59,Male,Alabama,South,S,Winter,4,No,Store Pickup,No,No,16,Cash,Bi-Weekly
2024,46,Male,Idaho,West,S,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
2025,62,Male,Arkansas,South,L,Autumn,3.7,No,Express,No,No,39,PayPal,Weekly
2026,42,Male,Delaware,East,M,Summer,3,No,Express,No,No,43,Debit Card,Fortnightly
2027,37,Male,Maine,North,M,Winter,3.6,No,Express,No,No,45,Bank Transfer,Every 3 Months
2028,50,Male,Nebraska,North,S,Autumn,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
2029,29,Male,Ohio,East,XL,Autumn,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
2030,25,Male,Montana,West,M,Spring,4.6,No,Next Day Air,No,No,40,PayPal,Quarterly
2031,66,Male,New Mexico,West,S,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
2032,21,Male,North Carolina,South,L,Spring,4,No,Standard,No,No,2,Credit Card,Monthly
2033,46,Male,South Carolina,South,M,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
2034,57,Male,Illinois,North,L,Summer,3.6,No,Express,No,No,33,Venmo,Annually
2035,61,Male,Alabama,South,M,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
2036,53,Male,Oklahoma,South,S,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly
2037,37,Male,Minnesota,North,S,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly
2038,39,Male,Illinois,North,S,Summer,4.3,No,Express,No,No,7,Venmo,Bi-Weekly
2039,53,Male,Arkansas,South,L,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly
2040,35,Male,Minnesota,North,M,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
2041,69,Male,South Carolina,South,XL,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly
2042,66,Male,New York,East,S,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
2043,19,Male,Alabama,South,M,Spring,4,No,2-Day Shipping,No,No,35,Venmo,Monthly
2044,47,Male,New York,East,M,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly
2045,49,Male,Missouri,South,L,Spring,3,No,Free Shipping,No,No,17,PayPal,Fortnightly
2046,31,Male,Georgia,South,M,Autumn,4.4,No,Express,No,No,26,PayPal,Quarterly
2047,39,Male,Oklahoma,South,M,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months
2048,58,Male,Connecticut,East,M,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually
2049,45,Male,Michigan,North,XL,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly
2050,68,Male,Rhode Island,East,L,Autumn,2.7,No,Standard,No,No,15,Venmo,Annually
2051,35,Male,Mississippi,South,M,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually
2052,65,Male,Massachusetts,East,L,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
2053,45,Male,New Hampshire,North,M,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually
2054,19,Male,Wyoming,West,S,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2055,65,Male,New Jersey,East,XL,Spring,2.9,No,Express,No,No,14,PayPal,Annually
2056,28,Male,Texas,South,M,Autumn,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly
2057,55,Male,Minnesota,North,L,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly
2058,66,Male,South Dakota,North,L,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months
2059,29,Male,Washington,West,M,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
2060,56,Male,California,West,XL,Spring,3.7,No,Express,No,No,50,PayPal,Weekly
2061,21,Male,Wisconsin,North,M,Autumn,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly
2062,32,Male,Michigan,North,S,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
2063,54,Male,South Carolina,South,L,Autumn,2.8,No,Standard,No,No,15,Cash,Quarterly
2064,61,Male,Indiana,North,M,Autumn,2.9,No,Standard,No,No,32,Cash,Monthly
2065,31,Male,Arkansas,South,M,Summer,4,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
2066,27,Male,Oregon,West,M,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2067,64,Male,Illinois,North,M,Autumn,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly
2068,60,Male,Maryland,East,XL,Autumn,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly
2069,70,Male,Vermont,North,XL,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly
2070,36,Male,Texas,South,M,Autumn,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
2071,56,Male,Nebraska,North,XL,Spring,3.1,No,Express,No,No,14,Cash,Monthly
2072,69,Male,South Carolina,South,S,Autumn,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
2073,39,Male,Massachusetts,East,M,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
2074,38,Male,Texas,South,S,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
2075,36,Male,Florida,South,M,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly
2076,46,Male,South Carolina,South,S,Autumn,4.7,No,Express,No,No,49,Debit Card,Monthly
2077,59,Male,Florida,South,S,Autumn,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2078,64,Male,Nebraska,North,L,Autumn,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
2079,49,Male,Hawaii,West,M,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
2080,32,Male,Montana,West,L,Summer,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
2081,29,Male,South Dakota,North,S,Autumn,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2082,24,Male,Alabama,South,S,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
2083,41,Male,Arkansas,South,M,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2084,41,Male,Mississippi,South,L,Autumn,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly
2085,32,Male,Vermont,North,S,Summer,4,No,Standard,No,No,43,Bank Transfer,Quarterly
2086,69,Male,New York,East,M,Autumn,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
2087,65,Male,North Dakota,North,L,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
2088,54,Male,Wisconsin,North,M,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly
2089,39,Male,California,West,L,Spring,4,No,Standard,No,No,49,Debit Card,Annually
2090,37,Male,Maryland,East,L,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,51,Male,Massachusetts,East,S,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
2092,26,Male,Washington,West,XL,Autumn,3,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,42,Male,Minnesota,North,M,Autumn,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,21,Male,Washington,West,M,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
2095,53,Male,South Carolina,South,M,Spring,3.4,No,Standard,No,No,19,Venmo,Annually
2096,36,Male,New Mexico,West,M,Autumn,4,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,21,Male,North Carolina,South,L,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
2098,33,Male,Iowa,west,S,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
2099,49,Male,Louisiana,South,M,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
2100,31,Male,Oklahoma,South,L,Summer,2.9,No,Express,No,No,50,PayPal,Annually
2101,68,Male,Michigan,North,M,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
2102,49,Male,Oregon,West,M,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,23,Male,Idaho,West,M,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
2104,30,Male,Indiana,North,S,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
2105,53,Male,New Mexico,West,M,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
2106,65,Male,South Carolina,South,M,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
2107,60,Male,Vermont,North,M,Autumn,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
2108,46,Male,Delaware,East,M,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
2109,54,Male,North Dakota,North,XL,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
2110,59,Male,California,West,L,Autumn,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2111,52,Male,Montana,West,L,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,41,Male,Missouri,South,XL,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2113,43,Male,Tennessee,South,M,Autumn,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,63,Male,Virginia,South,M,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,37,Male,Vermont,North,M,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
2116,44,Male,Rhode Island,East,M,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,Kansas,West,M,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2118,27,Male,Colorado,West,L,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2119,60,Male,Georgia,South,M,Autumn,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,58,Male,Nebraska,North,M,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,53,Male,Missouri,South,S,Autumn,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
2122,43,Male,Alaska,West,M,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,32,Male,Virginia,South,L,Autumn,4,No,Express,No,No,42,Debit Card,Weekly
2124,54,Male,Nebraska,North,L,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2125,47,Male,Rhode Island,East,M,Autumn,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
2126,57,Male,New Hampshire,North,M,Autumn,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
2127,63,Male,Alabama,South,XL,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
2128,70,Male,North Carolina,South,M,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,62,Male,New Mexico,West,L,Autumn,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
2130,40,Male,Minnesota,North,L,Autumn,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,25,Male,Arizona,West,L,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2132,19,Male,Montana,West,M,Autumn,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2133,25,Male,Vermont,North,M,Autumn,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,21,Male,Maine,North,M,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2135,55,Male,Virginia,South,XL,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2136,34,Male,California,West,S,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,47,Male,New York,East,M,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2138,27,Male,Indiana,North,XL,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,67,Male,Mississippi,South,M,Autumn,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
2140,40,Male,New York,East,M,Winter,3,No,Free Shipping,No,No,33,Cash,Weekly
2141,53,Male,New Mexico,West,M,Autumn,3.7,No,Standard,No,No,36,Cash,Fortnightly
2142,24,Male,Kentucky,South,M,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
2143,47,Male,North Dakota,North,M,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
2144,53,Male,Arkansas,South,L,Autumn,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,47,Male,Maryland,East,L,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
2146,38,Male,Connecticut,East,S,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
2147,48,Male,Utah,West,XL,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
2148,47,Male,Missouri,South,S,Autumn,4.8,No,Standard,No,No,4,Cash,Fortnightly
2149,19,Male,Nebraska,North,XL,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2150,38,Male,Hawaii,West,L,Winter,4,No,Standard,No,No,1,Bank Transfer,Weekly
2151,57,Male,Illinois,North,M,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2152,70,Male,Vermont,North,L,Autumn,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
2153,38,Male,New Jersey,East,L,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,35,Male,Kentucky,South,M,Autumn,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2155,46,Male,Wyoming,West,M,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2156,32,Male,Hawaii,West,L,Autumn,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
2157,38,Male,Missouri,South,M,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,41,Male,Mississippi,South,L,Winter,4,No,Next Day Air,No,No,41,Venmo,Fortnightly
2159,19,Male,Massachusetts,East,XL,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2160,18,Male,Louisiana,South,M,Autumn,3,No,Free Shipping,No,No,34,Cash,Annually
2161,45,Male,West Virginia,South,L,Winter,3.3,No,Express,No,No,21,PayPal,Annually
2162,23,Male,Washington,West,S,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2163,60,Male,Oregon,West,S,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
2164,52,Male,New York,East,L,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2165,42,Male,Iowa,west,S,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
2166,29,Male,Idaho,West,M,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2167,31,Male,New Jersey,East,S,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2168,30,Male,Ohio,East,L,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
2169,23,Male,Connecticut,East,M,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
2170,31,Male,Florida,South,M,Autumn,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2171,40,Male,South Carolina,South,M,Autumn,4,No,Next Day Air,No,No,37,Venmo,Every 3 Months
2172,39,Male,Missouri,South,M,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
2173,28,Male,Rhode Island,East,S,Autumn,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
2174,23,Male,Delaware,East,S,Summer,5,No,2-Day Shipping,No,No,36,Venmo,Quarterly
2175,42,Male,Colorado,West,S,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
2176,68,Male,Nebraska,North,M,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2177,24,Male,Vermont,North,S,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
2178,24,Male,Montana,West,XL,Winter,3,No,Express,No,No,9,PayPal,Bi-Weekly
2179,21,Male,Florida,South,M,Summer,4.7,No,Standard,No,No,32,Venmo,Annually
2180,49,Male,Delaware,East,L,Autumn,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
2181,41,Male,Connecticut,East,M,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
2182,22,Male,Hawaii,West,M,Autumn,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
2183,42,Male,New Mexico,West,M,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
2184,30,Male,Kansas,West,M,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
2185,38,Male,Nevada,West,S,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
2186,40,Male,North Carolina,South,M,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
2187,55,Male,New Mexico,West,XL,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
2188,37,Male,Idaho,West,M,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually
2189,41,Male,California,West,M,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
2190,38,Male,Wisconsin,North,XL,Autumn,4,No,Express,No,No,47,Credit Card,Bi-Weekly
2191,42,Male,Alaska,West,S,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
2192,26,Male,Pennsylvania,East,S,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
2193,41,Male,Virginia,South,L,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
2194,27,Male,California,West,L,Spring,5,No,Express,No,No,8,PayPal,Monthly
2195,61,Male,Kentucky,South,M,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
2196,58,Male,New York,East,M,Autumn,3.7,No,Next Day Air,No,No,2,Cash,Monthly
2197,25,Male,Vermont,North,M,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
2198,33,Male,Pennsylvania,East,M,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
2199,57,Male,New York,East,L,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
2200,39,Male,North Carolina,South,M,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
2201,60,Male,Wyoming,West,L,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
2202,39,Male,Ohio,East,L,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
2203,42,Male,Alabama,South,M,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
2204,53,Male,Rhode Island,East,M,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
2205,20,Male,Oregon,West,S,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
2206,46,Male,North Dakota,North,XL,Autumn,2.7,No,Express,No,No,27,PayPal,Weekly
2207,46,Male,Illinois,North,L,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
2208,69,Male,New Mexico,West,M,Autumn,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
2209,28,Male,Colorado,West,XL,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
2210,42,Male,Utah,West,XL,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2211,30,Male,Virginia,South,M,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
2212,50,Male,Maine,North,L,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
2213,59,Male,Nebraska,North,M,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
2214,54,Male,Hawaii,West,M,Autumn,2.9,No,Express,No,No,18,Debit Card,Quarterly
2215,50,Male,Idaho,West,L,Autumn,4.1,No,Standard,No,No,20,Debit Card,Weekly
2216,25,Male,West Virginia,South,M,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2217,41,Male,Vermont,North,XL,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
2218,35,Male,Indiana,North,XL,Autumn,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
2219,67,Male,Idaho,West,M,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
2220,33,Male,Minnesota,North,S,Autumn,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
2221,19,Male,Wyoming,West,XL,Autumn,4.5,No,Store Pickup,No,No,47,Cash,Annually
2222,25,Male,Kansas,West,XL,Autumn,3,No,Free Shipping,No,No,34,Credit Card,Annually
2223,32,Male,Georgia,South,M,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
2224,30,Male,Kansas,West,M,Autumn,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
2225,18,Male,Nebraska,North,L,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
2226,38,Male,Washington,West,S,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
2227,22,Male,Missouri,South,L,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
2228,40,Male,Washington,West,S,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
2229,54,Male,Kansas,West,M,Autumn,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2230,70,Male,Minnesota,North,M,Autumn,3.9,No,Express,No,No,50,Venmo,Monthly
2231,52,Male,Colorado,West,S,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
2232,34,Male,Utah,West,M,Autumn,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
2233,65,Male,North Carolina,South,L,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly
2234,38,Male,Florida,South,XL,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
2235,35,Male,New Hampshire,North,S,Winter,4,No,Express,No,No,26,Cash,Weekly
2236,40,Male,Illinois,North,M,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
2237,23,Male,Louisiana,South,M,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2238,45,Male,Alabama,South,S,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
2239,40,Male,Florida,South,L,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
2240,42,Male,Alabama,South,L,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2241,57,Male,California,West,L,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
2242,18,Male,Maryland,East,M,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
2243,18,Male,Nevada,West,M,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
2244,56,Male,Massachusetts,East,M,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
2245,35,Male,South Carolina,South,M,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
2246,49,Male,Delaware,East,L,Autumn,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
2247,49,Male,Hawaii,West,M,Autumn,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
2248,34,Male,Florida,South,L,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2249,63,Male,Rhode Island,East,M,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
2250,42,Male,Wyoming,West,XL,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
2251,41,Male,Colorado,West,L,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
2252,26,Male,Virginia,South,L,Autumn,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
2253,48,Male,Nebraska,North,S,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
2254,62,Male,Oklahoma,South,M,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
2255,24,Male,North Dakota,North,M,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2256,48,Male,Michigan,North,L,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
2257,31,Male,California,West,M,Autumn,5,No,Standard,No,No,33,Credit Card,Quarterly
2258,41,Male,Tennessee,South,L,Autumn,4.2,No,Standard,No,No,6,Bank Transfer,Annually
2259,24,Male,Ohio,East,L,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
2260,60,Male,Florida,South,XL,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
2261,38,Male,Missouri,South,M,Autumn,4.9,No,Express,No,No,16,PayPal,Quarterly
2262,58,Male,South Carolina,South,L,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
2263,53,Male,Arizona,West,M,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
2264,44,Male,Indiana,North,XL,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
