Sales ID,Date,Store ID,Product ID,Product_Name,Category,Region,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Customer ID
30973,11/6/2022,4,13,Saree,Clothing,East,7,70.92,5,Cloudy,0,67.41,Summer,2553
30974,11/6/2022,4,14,Bag,Accessories,South,330,63.09,15,Rainy,1,64.04,Autumn,2308
30975,11/6/2022,4,15,Belt,Accessories,West,347,86.02,10,Cloudy,1,81.1,Spring,1886
30976,11/6/2022,4,16,Gloves,Accessories,West,165,74.5,20,Snowy,0,74.55,Autumn,2866
30977,11/6/2022,4,17,Fragrances,Accessories,West,78,16.84,15,Rainy,1,21.09,Summer,1125
30978,11/6/2022,4,18,Wristwear,Accessories,East,122,46.79,5,Rainy,0,47.91,Spring,2812
30979,11/6/2022,4,19,Sunglasses,Accessories,East,129,97.76,0,Rainy,1,95.64,Summer,2108
30980,11/6/2022,4,20,Hat,Accessories,North,112,79.86,15,Sunny,0,76.08,Spring,2374
30981,11/6/2022,5,1,Coat,Outerwear,West,164,98.28,15,Rainy,0,98.13,Autumn,3144
30982,11/6/2022,5,2,Hoodie,Outerwear,South,190,40.8,15,Rainy,0,37.88,Spring,447
30983,11/6/2022,5,3,Jacket,Outerwear,West,396,28.1,15,Rainy,0,23.54,Spring,1930
30984,11/6/2022,5,4,Overcoat,Outerwear,North,15,14.73,20,Rainy,0,10.53,Autumn,3650
30985,11/6/2022,5,5,Blazer,Outerwear,West,47,42.25,5,Cloudy,0,38.28,Autumn,2595
30986,11/6/2022,5,6,Blouse,Clothing,North,338,97.58,20,Rainy,1,99.49,Spring,1504
30987,11/6/2022,5,7,Shirt,Clothing,South,368,80.2,5,Rainy,1,82.83,Summer,3036
30988,11/6/2022,5,8,Jeans,Clothing,East,225,28.35,20,Cloudy,1,29.45,Spring,1232
30989,11/6/2022,5,9,Trousers,Clothing,South,62,26.65,5,Cloudy,0,24.29,Summer,2474
30990,11/6/2022,5,10,T-shirt,Clothing,South,100,29.85,10,Sunny,0,25.39,Spring,592
30991,11/6/2022,5,11,Shorts,Clothing,West,41,56,20,Rainy,1,53.2,Spring,126
30992,11/6/2022,5,12,Skirt,Clothing,South,68,28.1,20,Sunny,0,25.45,Winter,198
30993,11/6/2022,5,13,Saree,Clothing,North,49,17.7,15,Sunny,1,16.76,Autumn,271
30994,11/6/2022,5,14,Bag,Accessories,North,176,79.07,10,Sunny,0,82.71,Summer,1119
30995,11/6/2022,5,15,Belt,Accessories,East,210,97.48,15,Rainy,0,101.09,Spring,239
30996,11/6/2022,5,16,Gloves,Accessories,West,429,96.24,5,Snowy,0,92.42,Autumn,2442
30997,11/6/2022,5,17,Fragrances,Accessories,South,55,11.86,20,Cloudy,1,13.8,Autumn,1301
30998,11/6/2022,5,18,Wristwear,Accessories,East,34,13.01,10,Snowy,1,12.81,Winter,1629
30999,11/6/2022,5,19,Sunglasses,Accessories,South,3,82.98,15,Rainy,0,86.81,Spring,3248
31000,11/6/2022,5,20,Hat,Accessories,South,57,84.14,10,Sunny,1,85.23,Winter,1714
31001,11/7/2022,1,1,Coat,Outerwear,West,112,36.66,5,Sunny,1,41.25,Summer,3584
31002,11/7/2022,1,2,Hoodie,Outerwear,West,62,66.66,0,Sunny,1,62.26,Summer,1941
31003,11/7/2022,1,3,Jacket,Outerwear,West,221,74.01,0,Sunny,0,76.66,Summer,3450
31004,11/7/2022,1,4,Overcoat,Outerwear,West,72,12.67,15,Snowy,1,14.75,Autumn,642
31005,11/7/2022,1,5,Blazer,Outerwear,South,75,99.65,10,Cloudy,1,98.14,Autumn,2421
31006,11/7/2022,1,6,Blouse,Clothing,South,180,71.07,20,Rainy,0,66.53,Summer,1149
31007,11/7/2022,1,7,Shirt,Clothing,North,40,90.03,20,Sunny,1,92.17,Winter,2625
31008,11/7/2022,1,8,Jeans,Clothing,South,427,50.07,15,Cloudy,0,49.27,Autumn,3604
31009,11/7/2022,1,9,Trousers,Clothing,South,327,31.15,0,Sunny,0,30.71,Autumn,3194
31010,11/7/2022,1,10,T-shirt,Clothing,North,63,50.85,5,Snowy,0,52.77,Summer,1591
31011,11/7/2022,1,11,Shorts,Clothing,West,158,27.8,10,Cloudy,0,23.69,Summer,383
31012,11/7/2022,1,12,Skirt,Clothing,East,303,93.19,10,Snowy,1,92.24,Autumn,2384
31013,11/7/2022,1,13,Saree,Clothing,South,39,41.62,5,Sunny,1,37.91,Winter,756
31014,11/7/2022,1,14,Bag,Accessories,North,238,93.68,20,Rainy,1,97.82,Winter,1539
31015,11/7/2022,1,15,Belt,Accessories,West,51,76.2,15,Cloudy,0,79.1,Winter,439
31016,11/7/2022,1,16,Gloves,Accessories,East,129,93.72,15,Snowy,0,98.32,Spring,1129
31017,11/7/2022,1,17,Fragrances,Accessories,North,145,73.05,20,Snowy,1,69.49,Spring,1687
31018,11/7/2022,1,18,Wristwear,Accessories,North,27,41.62,0,Rainy,0,43.9,Winter,3784
31019,11/7/2022,1,19,Sunglasses,Accessories,East,61,54.11,5,Snowy,1,55.12,Autumn,3871
31020,11/7/2022,1,20,Hat,Accessories,West,130,97.94,10,Sunny,0,99.1,Spring,301
31021,11/7/2022,2,1,Coat,Outerwear,West,194,87.16,5,Sunny,0,85.47,Summer,2209
31022,11/7/2022,2,2,Hoodie,Outerwear,South,334,66.93,0,Snowy,0,67.34,Winter,1163
31023,11/7/2022,2,3,Jacket,Outerwear,North,219,25.1,15,Cloudy,1,26.09,Autumn,2849
31024,11/7/2022,2,4,Overcoat,Outerwear,West,108,34.93,20,Snowy,1,37.65,Autumn,3180
31025,11/7/2022,2,5,Blazer,Outerwear,West,155,92.22,10,Sunny,0,87.74,Summer,2629
31026,11/7/2022,2,6,Blouse,Clothing,North,134,57.34,5,Snowy,1,57.26,Summer,2037
31027,11/7/2022,2,7,Shirt,Clothing,North,53,89.74,10,Rainy,0,87.79,Autumn,3502
31028,11/7/2022,2,8,Jeans,Clothing,South,14,91.26,0,Cloudy,0,94.23,Winter,1879
31029,11/7/2022,2,9,Trousers,Clothing,West,250,80.6,10,Rainy,1,84.21,Autumn,1617
31030,11/7/2022,2,10,T-shirt,Clothing,East,217,91.81,10,Cloudy,1,89.93,Autumn,78
31031,11/7/2022,2,11,Shorts,Clothing,North,108,49.9,20,Snowy,1,50.98,Spring,1558
31032,11/7/2022,2,12,Skirt,Clothing,North,26,28.98,15,Cloudy,0,27.99,Autumn,1937
31033,11/7/2022,2,13,Saree,Clothing,East,36,93.32,10,Rainy,1,95.65,Spring,3270
31034,11/7/2022,2,14,Bag,Accessories,West,105,39.41,5,Snowy,0,36.39,Winter,347
31035,11/7/2022,2,15,Belt,Accessories,South,254,31.33,5,Snowy,1,27.3,Autumn,1314
31036,11/7/2022,2,16,Gloves,Accessories,South,40,60.57,10,Rainy,0,64.63,Spring,967
31037,11/7/2022,2,17,Fragrances,Accessories,South,67,44.11,5,Cloudy,1,40.98,Autumn,1467
31038,11/7/2022,2,18,Wristwear,Accessories,South,331,91.28,10,Rainy,0,91.23,Spring,1643
31039,11/7/2022,2,19,Sunglasses,Accessories,East,213,39.86,5,Rainy,0,39,Autumn,16
31040,11/7/2022,2,20,Hat,Accessories,North,11,22.11,5,Cloudy,1,20.79,Summer,840
31041,11/7/2022,3,1,Coat,Outerwear,South,115,70.48,5,Snowy,0,71.4,Winter,3046
31042,11/7/2022,3,2,Hoodie,Outerwear,East,95,35.1,10,Sunny,0,37.82,Summer,2310
31043,11/7/2022,3,3,Jacket,Outerwear,East,195,41.18,15,Rainy,1,44.83,Autumn,2169
31044,11/7/2022,3,4,Overcoat,Outerwear,West,46,69.6,5,Snowy,1,66.55,Spring,5
31045,11/7/2022,3,5,Blazer,Outerwear,East,250,82.69,5,Snowy,1,86.31,Autumn,3868
31046,11/7/2022,3,6,Blouse,Clothing,West,238,44.66,15,Rainy,1,49.39,Spring,705
31047,11/7/2022,3,7,Shirt,Clothing,South,89,13.67,5,Sunny,1,17.3,Summer,73
31048,11/7/2022,3,8,Jeans,Clothing,South,64,63.66,10,Rainy,1,63.67,Winter,2363
31049,11/7/2022,3,9,Trousers,Clothing,North,21,24.63,15,Snowy,1,20.75,Spring,2133
31050,11/7/2022,3,10,T-shirt,Clothing,East,101,26.31,20,Cloudy,0,26.99,Summer,2789
31051,11/7/2022,3,11,Shorts,Clothing,West,59,62.23,20,Snowy,1,57.96,Autumn,2701
31052,11/7/2022,3,12,Skirt,Clothing,South,9,18.81,15,Rainy,0,19.67,Autumn,2333
31053,11/7/2022,3,13,Saree,Clothing,East,163,74.37,10,Snowy,1,78.1,Summer,1158
31054,11/7/2022,3,14,Bag,Accessories,South,368,68.01,10,Sunny,1,72.81,Spring,3688
31055,11/7/2022,3,15,Belt,Accessories,West,129,94.1,5,Rainy,0,94.22,Spring,2098
31056,11/7/2022,3,16,Gloves,Accessories,South,54,33.02,0,Snowy,1,33.48,Spring,907
31057,11/7/2022,3,17,Fragrances,Accessories,East,158,18.42,0,Rainy,0,14.18,Autumn,3745
31058,11/7/2022,3,18,Wristwear,Accessories,West,213,61,0,Cloudy,0,65.35,Winter,1090
31059,11/7/2022,3,19,Sunglasses,Accessories,East,71,23.4,10,Cloudy,1,25.97,Spring,3509
31060,11/7/2022,3,20,Hat,Accessories,North,53,26.85,15,Sunny,1,25.02,Spring,2151
31061,11/7/2022,4,1,Coat,Outerwear,North,67,13.28,10,Snowy,1,14.47,Summer,38
31062,11/7/2022,4,2,Hoodie,Outerwear,South,242,58.47,20,Sunny,0,56.84,Spring,2508
31063,11/7/2022,4,3,Jacket,Outerwear,West,367,13.94,15,Snowy,1,15.83,Summer,664
31064,11/7/2022,4,4,Overcoat,Outerwear,South,156,67.05,15,Snowy,0,70.36,Autumn,3595
31065,11/7/2022,4,5,Blazer,Outerwear,West,314,38.45,0,Sunny,1,42.45,Summer,3297
31066,11/7/2022,4,6,Blouse,Clothing,East,139,31.58,20,Rainy,0,29.01,Autumn,3416
31067,11/7/2022,4,7,Shirt,Clothing,West,83,82.45,15,Snowy,0,86.64,Summer,1903
31068,11/7/2022,4,8,Jeans,Clothing,West,63,51.09,20,Snowy,0,50.62,Winter,2875
31069,11/7/2022,4,9,Trousers,Clothing,East,278,34.99,10,Rainy,0,31.32,Summer,3411
31070,11/7/2022,4,10,T-shirt,Clothing,West,81,96.28,0,Sunny,0,101.21,Autumn,2406
31071,11/7/2022,4,11,Shorts,Clothing,East,413,68.1,5,Cloudy,1,63.14,Winter,272
31072,11/7/2022,4,12,Skirt,Clothing,West,300,99.45,20,Cloudy,0,102.79,Summer,347
31073,11/7/2022,4,13,Saree,Clothing,West,79,61.53,20,Sunny,0,64,Winter,762
31074,11/7/2022,4,14,Bag,Accessories,East,11,79.23,0,Sunny,0,78.16,Spring,524
31075,11/7/2022,4,15,Belt,Accessories,West,98,45.36,5,Rainy,0,44.22,Winter,2060
31076,11/7/2022,4,16,Gloves,Accessories,West,239,55.36,20,Sunny,1,59.04,Autumn,828
31077,11/7/2022,4,17,Fragrances,Accessories,South,78,39.24,10,Rainy,1,34.72,Spring,1419
31078,11/7/2022,4,18,Wristwear,Accessories,North,67,60.26,10,Sunny,0,55.72,Summer,1039
31079,11/7/2022,4,19,Sunglasses,Accessories,South,51,50.77,10,Rainy,0,51.83,Autumn,1140
31080,11/7/2022,4,20,Hat,Accessories,East,53,39.39,5,Sunny,1,43.62,Autumn,1398
31081,11/7/2022,5,1,Coat,Outerwear,East,50,43.83,5,Sunny,1,38.99,Spring,2924
31082,11/7/2022,5,2,Hoodie,Outerwear,North,85,80.8,20,Cloudy,1,76.98,Summer,1696
31083,11/7/2022,5,3,Jacket,Outerwear,North,18,67.97,10,Snowy,0,72.58,Winter,2081
31084,11/7/2022,5,4,Overcoat,Outerwear,West,81,62.16,5,Snowy,1,66.08,Spring,420
31085,11/7/2022,5,5,Blazer,Outerwear,West,168,83.14,10,Rainy,1,88.09,Autumn,2007
31086,11/7/2022,5,6,Blouse,Clothing,South,204,75.03,5,Sunny,1,75.35,Winter,923
31087,11/7/2022,5,7,Shirt,Clothing,North,108,39.94,15,Snowy,0,39.91,Autumn,1252
31088,11/7/2022,5,8,Jeans,Clothing,East,69,75.75,10,Rainy,1,79.43,Winter,1167
31089,11/7/2022,5,9,Trousers,Clothing,West,152,60.42,15,Rainy,1,62.89,Spring,304
31090,11/7/2022,5,10,T-shirt,Clothing,East,65,46.77,15,Cloudy,0,48.9,Autumn,1482
31091,11/7/2022,5,11,Shorts,Clothing,South,279,54.34,10,Rainy,0,50.35,Autumn,957
31092,11/7/2022,5,12,Skirt,Clothing,West,91,25.49,15,Snowy,0,25.81,Summer,3852
31093,11/7/2022,5,13,Saree,Clothing,South,43,81.29,0,Cloudy,1,81.66,Autumn,2012
31094,11/7/2022,5,14,Bag,Accessories,East,97,93.75,0,Rainy,1,91.89,Spring,1482
31095,11/7/2022,5,15,Belt,Accessories,West,114,19.85,5,Cloudy,0,22.6,Spring,691
31096,11/7/2022,5,16,Gloves,Accessories,South,178,88.62,0,Cloudy,1,93.12,Winter,447
31097,11/7/2022,5,17,Fragrances,Accessories,South,32,33.29,5,Sunny,0,31.32,Winter,372
31098,11/7/2022,5,18,Wristwear,Accessories,South,242,90.18,15,Cloudy,1,87.73,Winter,267
31099,11/7/2022,5,19,Sunglasses,Accessories,North,11,31.82,15,Rainy,1,36.23,Spring,1907
31100,11/7/2022,5,20,Hat,Accessories,West,292,22.42,10,Cloudy,0,18.49,Summer,3706
31101,11/8/2022,1,1,Coat,Outerwear,West,139,26.01,15,Cloudy,1,26.27,Summer,2118
31102,11/8/2022,1,2,Hoodie,Outerwear,South,0,10.54,0,Sunny,0,12.27,Spring,528
31103,11/8/2022,1,3,Jacket,Outerwear,East,74,20.27,5,Cloudy,0,17.01,Autumn,1468
31104,11/8/2022,1,4,Overcoat,Outerwear,South,2,80.57,5,Rainy,0,85.52,Autumn,638
31105,11/8/2022,1,5,Blazer,Outerwear,North,47,59.94,20,Cloudy,0,55.53,Winter,1486
31106,11/8/2022,1,6,Blouse,Clothing,West,184,54.13,15,Rainy,0,53.02,Winter,2604
31107,11/8/2022,1,7,Shirt,Clothing,East,40,48.2,5,Snowy,1,49.78,Spring,1201
31108,11/8/2022,1,8,Jeans,Clothing,West,90,38.59,5,Rainy,1,43.57,Winter,2182
31109,11/8/2022,1,9,Trousers,Clothing,West,170,43.17,10,Sunny,1,42.5,Autumn,2484
31110,11/8/2022,1,10,T-shirt,Clothing,South,138,71.23,15,Sunny,1,76.2,Summer,3293
31111,11/8/2022,1,11,Shorts,Clothing,East,155,55.67,5,Rainy,1,54.85,Summer,844
31112,11/8/2022,1,12,Skirt,Clothing,East,99,96.36,0,Rainy,0,99.5,Autumn,3622
31113,11/8/2022,1,13,Saree,Clothing,North,10,77.48,5,Rainy,1,76.7,Spring,3370
31114,11/8/2022,1,14,Bag,Accessories,North,131,74.51,15,Snowy,1,75.45,Spring,3694
31115,11/8/2022,1,15,Belt,Accessories,West,110,89.01,10,Sunny,0,85.42,Summer,2103
31116,11/8/2022,1,16,Gloves,Accessories,North,201,97.09,0,Sunny,1,94.34,Spring,2742
31117,11/8/2022,1,17,Fragrances,Accessories,South,334,52.67,10,Snowy,0,56.54,Spring,2171
31118,11/8/2022,1,18,Wristwear,Accessories,West,186,54.66,5,Cloudy,1,55.83,Autumn,2607
31119,11/8/2022,1,19,Sunglasses,Accessories,North,66,54.82,15,Cloudy,0,51.75,Summer,3203
31120,11/8/2022,1,20,Hat,Accessories,North,139,33.69,0,Sunny,1,37.11,Autumn,1147
31121,11/8/2022,2,1,Coat,Outerwear,East,205,28.32,0,Snowy,0,31.36,Spring,2462
31122,11/8/2022,2,2,Hoodie,Outerwear,East,280,19.04,15,Cloudy,1,19.07,Summer,2624
31123,11/8/2022,2,3,Jacket,Outerwear,East,17,85.07,5,Sunny,0,82.7,Spring,462
31124,11/8/2022,2,4,Overcoat,Outerwear,West,257,63.24,10,Snowy,1,62.48,Winter,1453
31125,11/8/2022,2,5,Blazer,Outerwear,North,87,48.84,10,Cloudy,1,48.47,Spring,537
31126,11/8/2022,2,6,Blouse,Clothing,South,124,42.23,20,Rainy,1,44.9,Spring,1914
31127,11/8/2022,2,7,Shirt,Clothing,North,52,92.62,15,Cloudy,1,88.46,Winter,257
31128,11/8/2022,2,8,Jeans,Clothing,South,315,41.9,15,Sunny,0,36.92,Autumn,1
31129,11/8/2022,2,9,Trousers,Clothing,East,21,61.45,20,Sunny,0,62.34,Summer,1015
31130,11/8/2022,2,10,T-shirt,Clothing,West,173,21.05,5,Snowy,0,22.97,Spring,3205
31131,11/8/2022,2,11,Shorts,Clothing,East,93,88.88,5,Cloudy,0,91.95,Summer,1938
31132,11/8/2022,2,12,Skirt,Clothing,West,364,13.82,20,Cloudy,1,17.05,Summer,3061
31133,11/8/2022,2,13,Saree,Clothing,East,127,22.13,5,Cloudy,0,17.47,Winter,2304
31134,11/8/2022,2,14,Bag,Accessories,South,59,40.48,0,Sunny,0,35.97,Summer,842
31135,11/8/2022,2,15,Belt,Accessories,East,155,24.12,0,Rainy,1,28.77,Winter,1680
31136,11/8/2022,2,16,Gloves,Accessories,South,226,22.4,5,Rainy,0,18.83,Winter,1978
31137,11/8/2022,2,17,Fragrances,Accessories,West,59,98.49,10,Snowy,0,98.59,Summer,3833
31138,11/8/2022,2,18,Wristwear,Accessories,East,81,42.33,20,Rainy,1,42.45,Winter,1094
31139,11/8/2022,2,19,Sunglasses,Accessories,West,153,44.06,5,Snowy,1,43.89,Winter,3315
31140,11/8/2022,2,20,Hat,Accessories,South,28,44.13,5,Cloudy,1,48.08,Autumn,2009
31141,11/8/2022,3,1,Coat,Outerwear,North,90,84.2,20,Rainy,1,84.58,Spring,2871
31142,11/8/2022,3,2,Hoodie,Outerwear,East,17,39.72,15,Rainy,0,36.88,Autumn,892
31143,11/8/2022,3,3,Jacket,Outerwear,South,184,28.95,5,Rainy,0,33.07,Winter,2082
31144,11/8/2022,3,4,Overcoat,Outerwear,South,22,91.64,5,Snowy,0,92.36,Winter,3454
31145,11/8/2022,3,5,Blazer,Outerwear,North,208,23.65,20,Sunny,1,27.49,Autumn,3899
31146,11/8/2022,3,6,Blouse,Clothing,North,237,41.66,20,Cloudy,0,39.16,Summer,2538
31147,11/8/2022,3,7,Shirt,Clothing,East,23,95.34,10,Sunny,0,95.84,Summer,852
31148,11/8/2022,3,8,Jeans,Clothing,South,131,76.52,0,Rainy,1,75.35,Winter,3621
31149,11/8/2022,3,9,Trousers,Clothing,North,45,31.6,0,Sunny,0,27.73,Winter,237
31150,11/8/2022,3,10,T-shirt,Clothing,North,20,97,0,Sunny,1,100.59,Winter,2536
31151,11/8/2022,3,11,Shorts,Clothing,East,96,83.37,10,Snowy,1,85.11,Winter,3386
31152,11/8/2022,3,12,Skirt,Clothing,South,220,54.65,0,Snowy,0,51.41,Summer,785
31153,11/8/2022,3,13,Saree,Clothing,South,100,58.48,15,Sunny,0,54.28,Spring,2543
31154,11/8/2022,3,14,Bag,Accessories,South,186,88.96,15,Sunny,1,84.5,Spring,2888
31155,11/8/2022,3,15,Belt,Accessories,South,184,12.59,5,Sunny,1,16.39,Spring,1140
31156,11/8/2022,3,16,Gloves,Accessories,North,159,53.46,10,Snowy,0,48.95,Summer,3451
31157,11/8/2022,3,17,Fragrances,Accessories,South,3,42.2,5,Rainy,1,38.8,Winter,1652
31158,11/8/2022,3,18,Wristwear,Accessories,East,56,37.33,10,Snowy,0,39.36,Spring,2167
31159,11/8/2022,3,19,Sunglasses,Accessories,North,104,20.1,0,Cloudy,0,19.53,Autumn,3077
31160,11/8/2022,3,20,Hat,Accessories,East,45,24.26,15,Sunny,1,25.54,Winter,2667
31161,11/8/2022,4,1,Coat,Outerwear,West,182,45.91,15,Snowy,0,47.49,Summer,2147
31162,11/8/2022,4,2,Hoodie,Outerwear,East,227,76.26,20,Cloudy,1,71.87,Autumn,3674
31163,11/8/2022,4,3,Jacket,Outerwear,East,225,95.52,5,Sunny,0,100.17,Winter,3489
31164,11/8/2022,4,4,Overcoat,Outerwear,West,324,54.7,0,Sunny,0,50.65,Autumn,1871
31165,11/8/2022,4,5,Blazer,Outerwear,North,147,89.04,15,Sunny,1,87.25,Winter,2657
31166,11/8/2022,4,6,Blouse,Clothing,East,111,81.96,20,Snowy,1,80.88,Autumn,2812
31167,11/8/2022,4,7,Shirt,Clothing,West,83,59.09,10,Snowy,1,61.03,Autumn,1896
31168,11/8/2022,4,8,Jeans,Clothing,West,275,36.42,5,Sunny,1,35.37,Spring,2802
31169,11/8/2022,4,9,Trousers,Clothing,South,24,24.2,10,Cloudy,1,24.65,Summer,2099
31170,11/8/2022,4,10,T-shirt,Clothing,East,126,68.03,10,Snowy,1,68.55,Spring,228
31171,11/8/2022,4,11,Shorts,Clothing,West,65,52.94,0,Snowy,1,57.83,Summer,1718
31172,11/8/2022,4,12,Skirt,Clothing,West,334,13.16,15,Cloudy,1,13.64,Winter,3547
31173,11/8/2022,4,13,Saree,Clothing,West,168,21.24,20,Snowy,1,22.19,Autumn,3081
31174,11/8/2022,4,14,Bag,Accessories,South,231,87.99,0,Rainy,1,85.48,Winter,2984
31175,11/8/2022,4,15,Belt,Accessories,South,96,16.35,5,Sunny,0,15.41,Spring,2172
31176,11/8/2022,4,16,Gloves,Accessories,East,105,52.95,20,Cloudy,0,54.99,Spring,2908
31177,11/8/2022,4,17,Fragrances,Accessories,East,134,20.41,15,Sunny,0,24.76,Winter,3715
31178,11/8/2022,4,18,Wristwear,Accessories,East,227,57.86,20,Snowy,1,54.11,Winter,909
31179,11/8/2022,4,19,Sunglasses,Accessories,South,371,41.85,20,Cloudy,1,43.95,Spring,128
31180,11/8/2022,4,20,Hat,Accessories,South,37,28.06,20,Snowy,1,29.58,Winter,484
31181,11/8/2022,5,1,Coat,Outerwear,West,96,81.38,15,Sunny,0,81.39,Spring,393
31182,11/8/2022,5,2,Hoodie,Outerwear,East,17,84.03,10,Cloudy,1,84.99,Summer,3720
31183,11/8/2022,5,3,Jacket,Outerwear,South,19,34.32,15,Snowy,0,33.78,Spring,913
31184,11/8/2022,5,4,Overcoat,Outerwear,South,23,83.16,15,Rainy,1,81.27,Winter,2451
31185,11/8/2022,5,5,Blazer,Outerwear,West,115,57.1,5,Snowy,1,61.55,Summer,247
31186,11/8/2022,5,6,Blouse,Clothing,South,153,72.11,10,Sunny,0,73.32,Spring,11
31187,11/8/2022,5,7,Shirt,Clothing,South,135,27.55,0,Cloudy,0,25.59,Summer,1958
31188,11/8/2022,5,8,Jeans,Clothing,South,92,28.22,5,Sunny,0,24.18,Summer,3288
31189,11/8/2022,5,9,Trousers,Clothing,South,382,98.43,20,Snowy,1,99.31,Spring,1339
31190,11/8/2022,5,10,T-shirt,Clothing,North,329,45.91,15,Sunny,1,48.03,Autumn,3261
31191,11/8/2022,5,11,Shorts,Clothing,North,112,95.37,0,Snowy,0,99.27,Winter,173
31192,11/8/2022,5,12,Skirt,Clothing,North,220,20.03,10,Sunny,1,20.6,Spring,1011
31193,11/8/2022,5,13,Saree,Clothing,East,296,40.26,15,Cloudy,0,37.18,Spring,1142
31194,11/8/2022,5,14,Bag,Accessories,North,271,70.38,20,Sunny,0,67.67,Spring,1634
31195,11/8/2022,5,15,Belt,Accessories,North,50,96.34,15,Sunny,1,93.97,Winter,1302
31196,11/8/2022,5,16,Gloves,Accessories,North,42,59.31,10,Snowy,0,58.21,Autumn,1863
31197,11/8/2022,5,17,Fragrances,Accessories,East,6,44.7,15,Rainy,1,46.64,Spring,2345
31198,11/8/2022,5,18,Wristwear,Accessories,South,75,80.55,0,Cloudy,0,78.04,Summer,1315
31199,11/8/2022,5,19,Sunglasses,Accessories,South,426,71.14,5,Cloudy,1,70.5,Winter,2748
31200,11/8/2022,5,20,Hat,Accessories,North,50,45.13,0,Snowy,0,45.33,Summer,1842
31201,11/9/2022,1,1,Coat,Outerwear,North,105,64.86,5,Rainy,0,65.06,Winter,2093
31202,11/9/2022,1,2,Hoodie,Outerwear,West,65,93.42,15,Snowy,1,89.47,Winter,1561
31203,11/9/2022,1,3,Jacket,Outerwear,North,175,46.58,0,Rainy,1,50.52,Spring,1397
31204,11/9/2022,1,4,Overcoat,Outerwear,North,179,77.23,5,Snowy,0,72.26,Winter,3145
31205,11/9/2022,1,5,Blazer,Outerwear,North,230,80.29,15,Rainy,1,82.15,Winter,946
31206,11/9/2022,1,6,Blouse,Clothing,West,104,95.37,5,Cloudy,1,98.38,Winter,3683
31207,11/9/2022,1,7,Shirt,Clothing,West,105,19.07,10,Cloudy,1,17.48,Winter,2257
31208,11/9/2022,1,8,Jeans,Clothing,East,326,59.41,20,Cloudy,1,59.88,Winter,1213
31209,11/9/2022,1,9,Trousers,Clothing,East,4,27.31,20,Snowy,1,32.18,Autumn,2301
31210,11/9/2022,1,10,T-shirt,Clothing,South,146,31.84,20,Rainy,0,34.1,Spring,3366
31211,11/9/2022,1,11,Shorts,Clothing,South,52,61.25,20,Sunny,0,64.52,Spring,57
31212,11/9/2022,1,12,Skirt,Clothing,North,138,52.35,0,Sunny,1,47.94,Spring,3856
31213,11/9/2022,1,13,Saree,Clothing,North,186,20.3,20,Cloudy,0,19.65,Winter,3072
31214,11/9/2022,1,14,Bag,Accessories,North,180,33.38,5,Cloudy,1,30.61,Spring,3413
31215,11/9/2022,1,15,Belt,Accessories,East,101,67.03,0,Cloudy,0,71.94,Winter,1775
31216,11/9/2022,1,16,Gloves,Accessories,South,158,64.78,5,Sunny,0,67.13,Spring,1711
31217,11/9/2022,1,17,Fragrances,Accessories,South,358,21.74,10,Sunny,0,19.77,Autumn,1083
31218,11/9/2022,1,18,Wristwear,Accessories,East,232,21.42,5,Cloudy,1,19.58,Spring,1124
31219,11/9/2022,1,19,Sunglasses,Accessories,East,11,95.52,0,Snowy,0,93.6,Winter,294
31220,11/9/2022,1,20,Hat,Accessories,North,110,73.58,5,Cloudy,1,74.47,Autumn,2949
31221,11/9/2022,2,1,Coat,Outerwear,West,92,17.8,5,Cloudy,1,16.51,Summer,1509
31222,11/9/2022,2,2,Hoodie,Outerwear,East,159,15.48,15,Snowy,1,11.8,Summer,2671
31223,11/9/2022,2,3,Jacket,Outerwear,West,76,91.56,5,Snowy,1,93.48,Autumn,2717
31224,11/9/2022,2,4,Overcoat,Outerwear,West,142,56.97,0,Sunny,0,58.22,Summer,3317
31225,11/9/2022,2,5,Blazer,Outerwear,South,123,53.34,20,Sunny,1,52.69,Autumn,1190
31226,11/9/2022,2,6,Blouse,Clothing,East,37,68.59,10,Snowy,1,68.49,Autumn,760
31227,11/9/2022,2,7,Shirt,Clothing,South,123,79.41,20,Cloudy,1,80.82,Autumn,1805
31228,11/9/2022,2,8,Jeans,Clothing,North,39,63.57,5,Cloudy,1,61.97,Winter,2138
31229,11/9/2022,2,9,Trousers,Clothing,North,363,48.01,10,Sunny,0,44.74,Spring,1687
31230,11/9/2022,2,10,T-shirt,Clothing,South,247,17.85,10,Sunny,0,13.71,Winter,2097
31231,11/9/2022,2,11,Shorts,Clothing,South,40,44.78,20,Rainy,0,41.7,Winter,2000
31232,11/9/2022,2,12,Skirt,Clothing,West,32,35.07,15,Rainy,1,39.06,Summer,3583
31233,11/9/2022,2,13,Saree,Clothing,East,137,94.4,20,Snowy,1,96.02,Winter,2848
31234,11/9/2022,2,14,Bag,Accessories,East,51,37.81,5,Sunny,0,34.73,Winter,2052
31235,11/9/2022,2,15,Belt,Accessories,West,344,40.53,15,Rainy,1,43.51,Summer,2020
31236,11/9/2022,2,16,Gloves,Accessories,East,67,57.47,5,Sunny,0,60.66,Autumn,1802
